Press Release Identifier,Headline,Subhead,Date,url,Press Release,Year
2020 | Entry No. 165,Attorney General Ellison brings enforcement action against rodeo that defied COVID-19 safety precautions,"Sues to enforce Executive Order 20-74 against company that intentionally drew large crowds to its Itasca County rodeo without taking precautions against the spread of COVID-19. Company owner was counseled to follow State restrictions but refused to do so; at least one rodeo attendee was infectious, has now tested positive.",31-Jul-20,https://www.ag.state.mn.us/Office/Communications/2020/07/31_NorthStarRanch.asp,https://www.ag.state.mn.us/Office/Communications/2020/07/31_NorthStarRanch.asp,2020
2020 | Entry No. 166,Attorney General’s report on Lowering Pharmaceutical Drug Prices wins national award,National Conference of State Legislatures recognizes report with 2020 Notable Document Award,7-Aug-20,https://www.ag.state.mn.us/Office/Communications/2020/08/07_TaskforceReportAward.asp,https://www.ag.state.mn.us/Office/Communications/2020/08/07_TaskforceReportAward.asp,2020
2020 | Entry No. 167,Attorney General Ellison asks court to remove trustees of Otto Bremer Trust,"Petition details reckless attempt to sell Trust’s shares in Bremer Financial Corporation, knowing it would set off a ‘cascade of unfortunate consequences.’ Petition alleges a pattern of serious breaches, including self-dealing, excessive compensation and spending, hostile work environment, and shift in focus of trust from charitable to financial purposes",12-Aug-20,https://www.ag.state.mn.us/Office/Communications/2020/08/12_OttoBremerTrust.asp,https://www.ag.state.mn.us/Office/Communications/2020/08/12_OttoBremerTrust.asp,2020
2020 | Entry No. 168,AG Ellison: Senate has ousted a champion of protecting workers and their families,‘They’ve thrown Nancy Leppink out of a job for protecting Minnesotans’ lives’,12-Aug-20,https://www.ag.state.mn.us/Office/Communications/2020/08/12_Leppink.asp,https://www.ag.state.mn.us/Office/Communications/2020/08/12_Leppink.asp,2020
2020 | Entry No. 169,Attorney General Ellison secures agreement to end illegal price gouging of face masks,"Saint Paul re-seller bought face masks from Minnesota businesses, resold them at unconscionably high prices around the country; will stop engaging in abusive sales during Governor’s peacetime emergency, will compensate customers",14-Aug-20,https://www.ag.state.mn.us/Office/Communications/2020/08/14_MaskReseller.asp,https://www.ag.state.mn.us/Office/Communications/2020/08/14_MaskReseller.asp,2020
2020 | Entry No. 170,"Attorney General Ellison sues Postal Service to stop dramatic changes that would undermine election, hurt Minnesotans","Joins multistate coalition in federal lawsuit filed in Washington state alleging violations of federal law in implementing sudden, unilateral changes; cites Minnesota impacts",18-Aug-20,https://www.ag.state.mn.us/Office/Communications/2020/08/18_PostalService.asp,https://www.ag.state.mn.us/Office/Communications/2020/08/18_PostalService.asp,2020
2020 | Entry No. 171,Attorney General Ellison announces $85 million multistate settlement with Honda,Minnesota joins group of 48 states and territories in holding Honda accountable for using defective Takata airbags in its vehicles; Honda to pay Minnesota $1.5 million,26-Aug-20,https://www.ag.state.mn.us/Office/Communications/2020/08/26_Honda.asp,https://www.ag.state.mn.us/Office/Communications/2020/08/26_Honda.asp,2020
2020 | Entry No. 172,Attorney General Ellison sues Trump Administration for rule curtailing environmental review of federal actions,"Rule would limit Minnesotans’ participation, hurt vulnerable communities’ pursuit of environmental justice",29-Aug-20,https://www.ag.state.mn.us/Office/Communications/2020/08/29_EnvironmentalReview.asp,https://www.ag.state.mn.us/Office/Communications/2020/08/29_EnvironmentalReview.asp,2020
2020 | Entry No. 173,"Attorney General Ellison joins fight against Trump Administration attempts to cut Census short, undercount Minnesotans","Reducing time for follow-up will put one of Minnesota’s congressional seats, federal funding at risk",1-Sep-20,https://www.ag.state.mn.us/Office/Communications/2020/09/01_Census.asp,https://www.ag.state.mn.us/Office/Communications/2020/09/01_Census.asp,2020
2020 | Entry No. 174,Attorney General Ellison shuts down alleged sham charity fundraiser that bilked millions from consumers,"Joins FTC, three other states in settlements that permanently prohibit defendants from charity fundraising business, require them to pay back nearly $900K for use by legitimate charities",16-Sep-20,https://www.ag.state.mn.us/Office/Communications/2020/09/16_OutreachCalling.asp,https://www.ag.state.mn.us/Office/Communications/2020/09/16_OutreachCalling.asp,2020
2020 | Entry No. 175,"Attorney General Ellison secures repayment, permanent charitable-sector ban against former Journey Home Minnesota president","Settlement requires Blake Huffman to repay $60K in charitable assets he misused from veterans-housing charity Journey Home Minnesota, permanently bans Huffman from operating a charity in Minnesota",21-Sep-20,https://www.ag.state.mn.us/Office/Communications/2020/09/21_JourneyHomeMinnesota.asp,https://www.ag.state.mn.us/Office/Communications/2020/09/21_JourneyHomeMinnesota.asp,2020
2020 | Entry No. 176,AG Ellison lends support in court to states’ authority to regulate price-gouging,Joins bipartisan coalition of 30 AGs in amicus brief arguing states’ price-gouging laws are necessary to protect vulnerable residents during emergencies,24-Sep-20,https://www.ag.state.mn.us/Office/Communications/2020/09/24_PriceGouging.asp,https://www.ag.state.mn.us/Office/Communications/2020/09/24_PriceGouging.asp,2020
2020 | Entry No. 177,Attorney General Ellison announces $60M multistate settlement with C.R. Bard,Minnesota joins group of 48 states in holding C.R. Bard accountable for misrepresenting the risks of its surgical mesh products; C.R. Bard to pay Minnesota over $1 million,25-Sep-20,https://www.ag.state.mn.us/Office/Communications/2020/09/25_CRBard.asp,https://www.ag.state.mn.us/Office/Communications/2020/09/25_CRBard.asp,2020
2020 | Entry No. 178,"AG Ellison, partners launch HelpSealMyRecord.org to increase access to expungements","Prosecutors to actively assist Minnesotans statewide in obtaining expungements at no cost — will create more access to good jobs, education, housing",1-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/01_HelpSealMyRecord.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/01_HelpSealMyRecord.asp,2020
2020 | Entry No. 179,Minnesota awarded federal grant to review legal cases for people believed to be innocent,Attorney General’s Office to partner with Innocence Project of Minnesota on state’s first-ever Conviction Review Unit,8-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/08_ConvictionReviewUnit.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/08_ConvictionReviewUnit.asp,2020
2020 | Entry No. 180,Attorney General Ellison secures relief for student-loan borrowers hurt by misconduct,Former Minnesota ITT students to receive $1.6M in loan relief; California student-debt company to pay to fully refund Minnesota consumers for illegal fees,9-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/09_StudentLoanSettlements.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/09_StudentLoanSettlements.asp,2020
2020 | Entry No. 181,Attorney General Ellison announces settlement with opioid manufacturer Mallinckrodt,"Settlement with 50 states and territories, local subdivisions to include $1.6B in cash, end to marketing of opioids, and public disclosure of documents",12-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/12_Mallinckrodt.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/12_Mallinckrodt.asp,2020
2020 | Entry No. 182,"With two weeks before Election Day, Governor Walz, Attorney General Ellison encourage Minnesotans to participate in democracy safely",Highlight efforts to ensure safe campaign events amid COVID-19 pandemic,20-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/20_CampaignEvents.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/20_CampaignEvents.asp,2020
2020 | Entry No. 183,Attorney General Ellison investigating company reportedly recruiting private election security,Ellison: ‘Minnesotans have every reason to expect our elections will be as safe and secure as they have always been’,20-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/20_ElectionSecurity.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/20_ElectionSecurity.asp,2020
2020 | Entry No. 184,"Attorney General Ellison, coalition win halt to Trump Administration cuts to food assistance for 8,000 Minnesotans",Federal judge ruled USDA’s ‘arbitrary and capricious’ food stamp rule change defied rulemaking procedure and congressional intent,20-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/20_SNAP.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/20_SNAP.asp,2020
2020 | Entry No. 185,"Attorney General Ellison: Ruling in Floyd case ‘important, positive step forward in the path toward justice’",Court sustains eight of out nine total charges against defendants in murder of George Floyd,22-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/22_FloydRuling.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/22_FloydRuling.asp,2020
2020 | Entry No. 186,Attorney General Ellison wins assurance Atlas Aegis will not recruit or provide private security for Minnesota elections,Tennessee-based company admits statements it was recruiting private security for polling places are incorrect; agrees not to provide any security services in Minnesota around November 3 election,23-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/23_AtlasAegis.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/23_AtlasAegis.asp,2020
2020 | Entry No. 187,Know your rights to vote safely and without intimidation,"One week from November 3 elections, Attorney General Ellison releases guidance for voters about federal and state laws that protect them from interference or intimidation",27-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/27_VoteSafely.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/27_VoteSafely.asp,2020
2020 | Entry No. 188,Attorney General Ellison secures relief from unfair bill collection for Hutchinson Hospital patients,"After unilaterally increasing patients’ monthly medical bills, Hutchinson Hospital will restore lowest available monthly payments and refrain from future misconduct, in accordance with law and Hospital Agreement",29-Oct-20,https://www.ag.state.mn.us/Office/Communications/2020/10/29_HutchinsonHealth.asp,https://www.ag.state.mn.us/Office/Communications/2020/10/29_HutchinsonHealth.asp,2020
2020 | Entry No. 189,Attorney General Ellison: Ruling to keep George Floyd trial in Minneapolis is ‘another significant step forward in the pursuit of justice’,"Court also grants State’s motion to hold one trial for all four defendants, rather than separate trials",5-Nov-20,https://www.ag.state.mn.us/Office/Communications/2020/11/05_Floyd.asp,https://www.ag.state.mn.us/Office/Communications/2020/11/05_Floyd.asp,2020
2020 | Entry No. 190,AG Ellison leads call to AG Barr to reverse new policy that ‘will erode the public’s confidence in the election’,Co-leads letter of 23 AGs in voicing ‘strong objection’ to abrupt policy change that allows U.S. attorneys to pursue allegations of voter fraud without adhering to long-established guardrails,13-Nov-20,https://www.ag.state.mn.us/Office/Communications/2020/11/13_Barr.asp,https://www.ag.state.mn.us/Office/Communications/2020/11/13_Barr.asp,2020
2020 | Entry No. 191,Attorney General Ellison reaches settlement with Apple over iPhone throttling,Apple to pay Minnesota $2M as part of multistate consumer-fraud investigation by more than 30 AGs,18-Nov-20,https://www.ag.state.mn.us/Office/Communications/2020/11/18_Apple.asp,https://www.ag.state.mn.us/Office/Communications/2020/11/18_Apple.asp,2020
2020 | Entry No. 192,Attorney General Ellison forms Task Force on Expanding Economic Security of Women,Solicits applications through Open Appointments process by early January,19-Nov-20,https://www.ag.state.mn.us/Office/Communications/2020/11/19_TaskForce.asp,https://www.ag.state.mn.us/Office/Communications/2020/11/19_TaskForce.asp,2020
2020 | Entry No. 193,Attorney General Ellison acts to enforce Executive Order 20-99,"Files lawsuit and restraining order against non-compliant Wabasha County fitness center that has remained open to the public and refused to close, putting community at risk",25-Nov-20,https://www.ag.state.mn.us/Office/Communications/2020/11/25_ExecutiveOrder20-99.asp,https://www.ag.state.mn.us/Office/Communications/2020/11/25_ExecutiveOrder20-99.asp,2020
2020 | Entry No. 194,Court closes gym that put community at risk by staying open in violation of executive order,Wabasha County court grants Attorney General Ellison’s motion for temporary injunction; gym to temporarily close as required by Executive Order 20-99,2-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/02_PlainviewWellnessCenter.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/02_PlainviewWellnessCenter.asp,2020
2020 | Entry No. 195,"Attorney General, Washington County Attorney to review police-involved shooting",Ramsey County Attorney refers November 28 Saint Paul police shooting; review of incident to begin after BCA completes investigation,4-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/04_PoliceShooting.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/04_PoliceShooting.asp,2020
2020 | Entry No. 196,Attorney General Ellison sues to end Facebook’s illegal monopoly,"Joins bipartisan coalition of 48 AGs in charging anticompetitive conduct — Facebook thwarted competition, reduced consumer privacy in pursuit of profits",9-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/09_Facebook.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/09_Facebook.asp,2020
2020 | Entry No. 197,AG Ellison opposes Texas AG’s baseless effort to invalidate clear will of American voters,"Joins coalition of 23 AGs at Supreme Court to defend will of Georgia, Michigan, Pennsylvania and Wisconsin; urges court reject Texas AG’s suit, which lacks legal foundation, offers zero evidence of systemic voter fraud",10-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/10_Texas.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/10_Texas.asp,2020
2020 | Entry No. 198,State adds tobacco giant Altria as defendant in JUUL lawsuit for deceptive marketing targeting youth,"Amends complaint to allege Altria, like JUUL, violated state consumer-protection laws, breached duty of reasonable care, created public nuisance. Minnesota only second state to name Altria as defendant in lawsuit against JUUL.",10-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/10_JUUL.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/10_JUUL.asp,2020
2020 | Entry No. 199,Attorney General Ellison acts again to enforce Executive Order 20-99,"Files lawsuit and motion for temporary restraining order against non-compliant East Grand Forks bar and restaurant that opened to the public and refused to close, putting community at risk",11-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/11_BoardwalkBar.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/11_BoardwalkBar.asp,2020
2020 | Entry No. 200,Court orders E. Grand Forks establishment operating in violation of Executive Order 20-99 to close,No description available.,11-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/11_BoardwalkBar_Update.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/11_BoardwalkBar_Update.asp,2020
2020 | Entry No. 201,State of Minnesota Executive Order Enforcement Tools,No description available.,16-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/16_ExecutiveOrderEnforcement.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/16_ExecutiveOrderEnforcement.asp,2020
2020 | Entry No. 202,Attorney General’s office to hold accountable establishments openly violating Executive Order 20-99,No description available.,16-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/16_ExecutiveOrder20-99.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/16_ExecutiveOrder20-99.asp,2020
2020 | Entry No. 203,Attorney General Ellison sues to end Google’s illegal monopoly in internet search,"Joins bipartisan coalition of 38 attorneys general alleging Google illegally maintained a monopoly, created insurmountable barriers to entry for competitors",17-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/17_Google.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/17_Google.asp,2020
2020 | Entry No. 204,Attorney General’s office files for temporary restraining order against Lakeville restaurant illegally operating on-premises dining,"TRO motion is next step in lawsuit against Alibi Drinkery filed earlier today. Neighbors on the Rum in Princeton voluntarily closed for on-premises dining, now complying with executive order after lawsuit filed today",17-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/17_RestaurantViolations_Update.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/17_RestaurantViolations_Update.asp,2020
2020 | Entry No. 205,Attorney General’s office files enforcement actions against Lakeville and Princeton restaurants illegally operating on-premises dining,Alibi Drinkery in Lakeville and Neighbors on the Rum in Princeton put community at risk by violating ban on on-premises dining intended to slow the spread of COVID-19,17-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/17_RestaurantViolations.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/17_RestaurantViolations.asp,2020
2020 | Entry No. 206,"State of Minnesota enforcement authority and penalties for violations of executive orders: December 18, 2020 update",No description available.,18-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/18_EO_Enforcement_Update.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/18_EO_Enforcement_Update.asp,2020
2020 | Entry No. 207,Attorney General’s office files new enforcement actions against Monticello and Anoka restaurants illegally operating on-premises dining,Cork in Anoka and Cornerstone Cafe in Monticello put community at risk by violating ban on on-premises dining intended to slow the spread of COVID-19,18-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/18_EnforcementActions.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/18_EnforcementActions.asp,2020
2020 | Entry No. 208,Court orders Lakeville restaurant to close for on-premises dining,Must close or risk being found in contempt of court; hearing scheduled for December 22,18-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/18_AlibiDrinkery.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/18_AlibiDrinkery.asp,2020
2020 | Entry No. 209,Attorney General’s office files three new enforcement actions against restaurants operating indoor on-premises dining illegally,"St. Patrick’s Tavern in New Prague, Pour House in Clarks Grove, and The Interchange in Albert Lea put community at risk by violating ban on indoor on-premises dining intended to slow the spread of COVID-19",21-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/21_EnforcementActions.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/21_EnforcementActions.asp,2020
2020 | Entry No. 210,"Attorney General’s office files for temporary restraining orders against Monticello, Anoka restaurants illegally operating on-premises dining",TRO motion is next step in lawsuits against Cornerstone Cafe in Monticello and Cork in Anoka filed last Friday,21-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/21_RestaurantTROs.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/21_RestaurantTROs.asp,2020
2020 | Entry No. 211,"Court orders Monticello restaurant to halt indoor on-premises dining, comply with executive orders",Attorney General’s office wins temporary restraining order against Cornerstone Café; establishment must now comply or risk being found in contempt of court,22-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/22_CornerstoneCafe.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/22_CornerstoneCafe.asp,2020
2020 | Entry No. 212,Attorney General’s office files for temporary restraining orders against three restaurants illegally operating on-premises dining,"TRO motions are next step in lawsuits against St. Patrick’s in New Prague, Pour House in Clarks Grove, and The Interchange in Albert Lea filed Monday",22-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/22_RestaurantTROs.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/22_RestaurantTROs.asp,2020
2020 | Entry No. 213,Court orders E. Grand Forks establishment to comply with executive order requiring temporary closure for indoor on-premises dining,Court also orders Boardwalk Bar and Grill to fully comply with all subsequent applicable executive orders for the duration of State’s lawsuit; rules Governor Walz acted within his authority,22-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/22_BoardwalkBar.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/22_BoardwalkBar.asp,2020
2020 | Entry No. 214,"State of Minnesota enforcement authority and penalties for violations of executive orders: December 23, 2020 update",No description available.,23-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/23_EO_Enforcement_Update.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/23_EO_Enforcement_Update.asp,2020
2020 | Entry No. 215,"Courts order Albert Lea, New Prague establishments to halt indoor on-premises dining, comply with executive orders",Courts grant Attorney General’s motions for temporary restraining orders; The Interchange Wine & Coffee Bistro and St. Patrick’s Tavern and Restaurant must now comply or risk being found in contempt of court,23-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/23_RestaurantTROs.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/23_RestaurantTROs.asp,2020
2020 | Entry No. 216,"Court orders Clarks Grove restaurant to halt indoor on-premises dining, comply with executive orders",Attorney General’s office wins temporary restraining order against Pour House; establishment must now comply or risk being found in contempt of court,28-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/28_PourHouse.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/28_PourHouse.asp,2020
2020 | Entry No. 217,Attorney General Ellison joins the fight against youth suicide,"Joins 39 attorneys general across the nation working with The Jason Foundation, Inc. to address the public-health issue of youth and young adult suicide",29-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/29_YouthSuicide.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/29_YouthSuicide.asp,2020
2020 | Entry No. 218,Attorney General’s office files new enforcement action against event center set on hosting New Year’s Eve party,Carlson Event Center in Winnebago threatens to put community at risk by violating ban on indoor events and entertainment intended to slow the spread of COVID-19,30-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/30_CarlsonEventCenter.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/30_CarlsonEventCenter.asp,2020
2020 | Entry No. 219,"Court orders Winnebago Event Center not to hold ‘New Years Eve Bash,’ comply with executive orders",Attorney General’s office wins temporary restraining order against Carlson Event Center; establishment must now comply with order or risk being found in contempt of court,31-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/31_CarlsonEventCenter.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/31_CarlsonEventCenter.asp,2020
2020 | Entry No. 220,Attorney General asks court to find Lakeville establishment in contempt,"Alibi Drinkery operating indoor, on-premises dining in defiance of temporary injunction issued earlier today; court sets hearing for January 5",31-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/31_AlibiDrinkery_ContemptOrder.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/31_AlibiDrinkery_ContemptOrder.asp,2020
2020 | Entry No. 221,Court orders Lakeville establishment to comply with executive order requiring temporary closure for indoor on-premises dining,Court: Alibi’s actions ‘are both against the law and harmful…directly promoting the spread of Covid-19’; finds Alibi’s arguments ‘without merit and devoid of factual or legal support’,31-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/31_AlibiDrinkery.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/31_AlibiDrinkery.asp,2020
2020 | Entry No. 222,"State of Minnesota enforcement authority and penalties for violations of executive orders: December 31, 2020 update",No description available.,31-Dec-20,https://www.ag.state.mn.us/Office/Communications/2020/12/31_EO_Enforcement_Update.asp,https://www.ag.state.mn.us/Office/Communications/2020/12/31_EO_Enforcement_Update.asp,2020
2021 | Entry No. 223,Attorney General Ellison sues to block Trump Administration’s attempts to shield predatory lenders from state usury laws,AG Ellison co-led opposition to new banking rule that would preclude states from holding lenders accountable when they make loans at exorbitant interest rates through “rent-a-bank” schemes; now brings suit to prevent rule’s implementation,5-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/05_PredatoryLenders.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/05_PredatoryLenders.asp,2021
2021 | Entry No. 224,"Court finds Alibi Drinkery in contempt, imposes $3K/day fine","Finds Alibi ‘intentionally and purposefully is violating’ temporary injunction, ‘willfully disobeyed’ and ‘is flagrantly in violation’ of court’s orders. Court: ‘Health and welfare of the public are at risk and are being irreparably harmed’ by Alibi’s behavior",7-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/07_AlibiDrinkery.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/07_AlibiDrinkery.asp,2021
2021 | Entry No. 225,"State of Minnesota enforcement authority and penalties for violations of Executive Orders: January 8, 2021 Update",No description available.,8-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/08_EO_Enforcement_Update.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/08_EO_Enforcement_Update.asp,2021
2021 | Entry No. 226,"Court finds Albert Lea establishment in contempt, imposes $3K/day fine","Finds The Interchange violated the Court’s temporary restraining order by offering indoor, on-premises dining to the public; will issue written order later",8-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/08_Interchange.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/08_Interchange.asp,2021
2021 | Entry No. 227,"Monticello restaurant to give up profits, fully comply with executive orders in settlement with Attorney General’s office","Cornerstone Café will pay State $10,000, giving up the profits it earned while operating in violation of executive orders",12-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/12_Cornerstone.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/12_Cornerstone.asp,2021
2021 | Entry No. 228,Attorney General Ellison bans alleged sham veterans’ charity from soliciting in Minnesota,Settlement requires defendants Healing Heroes Network and Hero Giveaways to permanently cease all charitable solicitations; requires individual defendants to pay $95K to be donated to veterans’ charity,12-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/12_HealingHeroesNetwork.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/12_HealingHeroesNetwork.asp,2021
2021 | Entry No. 229,Attorney General Ellison shuts down fraudulent student-loan debt-settlement company in Minnesota,California-based company offering fraudulent ‘forgiveness’ scheme will pay State over $11K to refund Minnesota customers,14-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/14_DocumentAssistCenter.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/14_DocumentAssistCenter.asp,2021
2021 | Entry No. 230,Attorney General Ellison secures full refunds for Minnesota students and families harmed by canceled trips,"Voyageurs International will pay 344 Minnesota high school students and their families $665,000 to reimburse for questionable “cancellation fees”",15-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/15_Voyageurs.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/15_Voyageurs.asp,2021
2021 | Entry No. 231,"Attorney General Ellison: ‘Competent, compassionate, moral people are now leading our country’ on ‘a new day’","Country now has ‘opportunities to move forward now in brand-new ways’ on climate change, immigration, healthcare, racial and economic justice. ‘Minnesotans now have partners in the White House who support and protect them’ in affording their lives, living with dignity and respect.",20-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/20_Inauguration.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/20_Inauguration.asp,2021
2021 | Entry No. 232,Attorney General Ellison announces Conviction Review Unit Advisory Board,"16 members include former Minnesota Supreme Court Justice, national criminal-justice experts, Hennepin and Ramsey County Attorneys, community activists",21-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/21_AdvisoryBoard.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/21_AdvisoryBoard.asp,2021
2021 | Entry No. 233,"State of Minnesota enforcement authority and penalties for violations of Executive Orders: January 22, 2021 Update",No description available.,22-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/22_EO_Enforcement_Update.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/22_EO_Enforcement_Update.asp,2021
2021 | Entry No. 234,State settles with restaurants that violated executive orders,"Cork in Anoka will fully comply with executive orders, agrees to 15-day liquor license suspension; Neighbors on the Rum in Princeton also to fully comply with executive orders",22-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/22_RestaurantSettlements.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/22_RestaurantSettlements.asp,2021
2021 | Entry No. 235,"Attorney General Ellison selects advocates, researchers, legislators to serve on Women’s Economic Security Task Force",Names Lt. Gov. Flanagan and others as <em>ad hoc</em> members,26-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/26_WomensEconomicSecurityTaskForce.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/26_WomensEconomicSecurityTaskForce.asp,2021
2021 | Entry No. 236,Attorney General Ellison charges eight in Medicaid fraud scheme,Files 46 felony theft charges totaling $860K in fraud,27-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/27_MedicaidFraudScheme.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/27_MedicaidFraudScheme.asp,2021
2021 | Entry No. 237,Court orders issues $9K fine against The Interchange in Albert Lea,Court also issues temporary injunction that requires The Interchange to fully comply with executive orders for the duration of the State’s lawsuit,28-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/28_Interchange.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/28_Interchange.asp,2021
2021 | Entry No. 238,"State of Minnesota enforcement authority and penalties for violations of Executive Orders: January 29, 2021 Update",No description available.,29-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/29_EO_Enforcement_Update.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/29_EO_Enforcement_Update.asp,2021
2021 | Entry No. 239,Attorney General Ellison co-leads bipartisan coalition fighting for homeowners,"33 AGs join to oppose settlement that is clear windfall to mortgage servicer; affects more than 17,000 Minnesota homeowners",29-Jan-21,https://www.ag.state.mn.us/Office/Communications/2021/01/29_PHH.asp,https://www.ag.state.mn.us/Office/Communications/2021/01/29_PHH.asp,2021
